Datetime,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2004-03-14 14:00:00,1.8,1207.25,84,7.50459879503786,103,1103.5,102,1489.5,872.25,21.424999713898,30.199999809265,0.761591876762662
2004-03-14 15:00:00,1.9,1257.75,99,8.16011292462577,112,1081.25,107,1511,900.25,21.925000190735,28.950000286102,0.752458954569446
2004-03-14 16:00:00,3,1457.75,150,11.8673583229011,170,973.75,129,1646,1098.5,22.224999904633,28.39999961853,0.75162732411887
2004-03-14 17:00:00,2.9,1437.75,156,12.0330047450844,180,942.5,128,1667.5,1206.25,21.299999713898,30.75,0.769615491914451
2004-03-14 18:00:00,2.5,1477.75,122,12.1633233067485,160,929.25,121,1670.75,1262.25,19.650000095367,36.699999809265,0.830706131849699
2004-03-14 19:00:00,4.6,1807.5,262,20.5717148773256,261,753.25,157,1992.75,1697.75,18.374999523163,41.72500038147,0.873195770557749
2004-03-14 20:00:00,5.9,1898,341,23.1421258052954,325,680.5,173,2102.75,1904.75,17.625,46.099999427795,0.920953536057598
2004-03-14 21:00:00,3.4,1559.5,214,14.720453409836,217,783.75,146,1817.5,1648,16.650000095367,49.575000762939,0.931990047324965
2004-03-14 22:00:00,2.1,1324.25,100,9.0041992473233,146,923.5,121,1587,1422.75,16.25,50.950000762939,0.934147213162256
2004-03-14 23:00:00,2.2,1348.75,79,8.83888507899354,152,933,119,1616.5,1348.75,14.725000143051,55.925000190735,0.931385622492127
2004-03-15 00:00:00,1.8,1238.75,66,7.35756037487877,104,985,99,1546.5,1250.25,14.825000047684,54.675001144409,0.916354325468304
2004-03-15 01:00:00,1.8,1239,73,6.91820721621939,106,1010.25,93,1543.25,1173.75,14.049999952316,57,0.909448936766347
2004-03-15 02:00:00,1.8,1223.75,66,6.95819119577501,108,998.25,88,1565.75,1148.75,13.350000143051,61.349999427795,0.936085703142246
2004-03-15 03:00:00,1.1,1078.25,44,4.42986293048355,-200,1128.25,-200,1486.75,1020.5,12.599999904633,63.474999427795,0.923017421899872
2004-03-15 04:00:00,-200,1077.5,44,3.99592429292043,66,1150,71,1467.5,1012.75,12.349999904633,65.35000038147,0.935112286576449
2004-03-15 05:00:00,1,1074.5,39,3.86591433757495,88,1155.75,74,1463.75,1010,11.899999856949,67.449998855591,0.937538176934132
2004-03-15 06:00:00,1.4,1156.75,51,6.38532009007916,138,1029.5,80,1584,1083,11.375,70.52499961853,0.94751622433819
2004-03-15 07:00:00,2.2,1314,107,9.68504680651757,228,896.75,89,1710.25,1234.75,11.324999809265,70.200000762939,0.940095096018487
2004-03-15 08:00:00,5.5,1796.75,336,25.8704576609989,360,652,114,2323,1679.5,12.400000095367,63.875000953674,0.916954694148268
2004-03-15 09:00:00,8.1,1961.25,618,36.6920625306725,478,536.75,149,2665.25,2184.25,14.774999856949,54.324999809265,0.907609536041862
2004-03-15 10:00:00,5.8,1770.5,438,26.6360247644022,394,621.5,157,2261.5,1973,17.400000095367,45.64999961853,0.899298170646737
2004-03-15 11:00:00,4.2,1563.5,334,20.1109230934355,319,709.75,155,2029,1798.25,19.800000190735,38.525000572205,0.880059991386787
2004-03-15 12:00:00,3.1,1430,221,14.0964857998777,201,830.5,134,1783.25,1522,22.025000095367,34.050000190735,0.890368518812603
2004-03-15 13:00:00,2.9,1417.25,207,14.9257192296359,171,829.5,119,1830.5,1404,23.324999809265,32.174999237061,0.909599219567394
2004-03-15 14:00:00,2.9,1400.25,191,15.4361414715479,159,838.25,111,1828.5,1263.25,23.875,29.97500038147,0.875658528812498
2004-03-15 15:00:00,2.5,1317.25,185,12.0908502187765,153,926,104,1706.75,1137,24.449999809265,28.900000095367,0.873591912397843
2004-03-15 16:00:00,2.3,1317.75,141,11.524820242424,143,949.75,99,1675,1068,24.375,29.39999961853,0.884761711720098
2004-03-15 17:00:00,2.8,1445.25,214,14.7598334717014,156,856.5,110,1823.5,1251.5,23.849999904633,31.325000762939,0.913735211108514
2004-03-15 18:00:00,6.1,1917,471,32.148843679454,314,631.25,162,2447,1843.25,22.549999237061,35.375000953674,0.954699820747348
2004-03-15 19:00:00,8,2039.75,685,39.2023396793109,404,542.25,187,2679,2122.25,20.425000667572,42.5,1.00863133410742
2004-03-15 20:00:00,6.5,1894.75,538,30.9613050604526,320,565,165,2442.75,1991.5,18.275000095367,52.625000953674,1.09451809331328
2004-03-15 21:00:00,4.2,1594.5,319,19.8956214632544,256,678.25,145,2057.5,1707,16.650000095367,57.375,1.07862689142397
2004-03-15 22:00:00,3.2,1438.5,224,15.3158550496017,193,764.25,125,1856.25,1494.25,15.699999809265,60.150000572205,1.06537155496259
2004-03-15 23:00:00,1.4,1141.5,67,6.89540334724039,89,1008.25,101,1547.25,1164.25,15.250000238419,61.449998855591,1.05795549907789
2004-03-16 00:00:00,2.1,1303.6666666667,155,11.1399291687717,127,852.33333333333,103,1731.3333333333,1271.6666666667,14.066666603088,65.699999491374,1.04937240309704
2004-03-16 01:00:00,1.2,1074.25,49,5.40550061636386,79,1097.75,88,1483,1039.75,14.825000047684,60.550001144409,1.01481946583304
2004-03-16 02:00:00,0.8,968,29,2.81068803712354,43,1319.5,61,1385.75,866.75,14.75,59.224999427795,0.98790811078165
2004-03-16 03:00:00,0.7,929.25,25,2.32506154714735,-200,1375.5,-200,1364.25,825.75,13.624999761581,62.050000190735,0.963554995618419
2004-03-16 04:00:00,-200,941,25,2.58917830277434,59,1315.75,59,1373.25,839.75,12.324999809265,66.150000572205,0.94503619519685
2004-03-16 05:00:00,0.6,937,17,2.00874263451747,38,1411.5,52,1348,792.5,12.75,63.22500038147,0.928289804021358
2004-03-16 06:00:00,0.9,1017,27,3.48268932511739,82,1245.75,64,1417.5,869.5,11.174999952316,68.47500038147,0.908107123101593
2004-03-16 07:00:00,1.3,1171.25,50,5.13123218069203,99,1161.75,70,1466.75,930,10.975000143051,66.5,0.870522949598188
2004-03-16 08:00:00,3.4,1541,218,16.1744570491836,263,770,97,1888.75,1406.5,11.674999952316,63.650000572205,0.871936587706563
2004-03-16 09:00:00,3.7,1539.25,285,19.6634938563942,229,697.5,95,2054.75,1507,13.625,56.299999237061,0.87426504717691
2004-03-16 10:00:00,5.3,1734.75,437,25.0551503033635,396,628.25,150,2211,1843.25,17.824999332428,42.875,0.867225463172316
2004-03-16 11:00:00,4.1,1571,327,20.0031487828612,314,730,162,1972.75,1729,21.449999809265,33.324999332428,0.84167129582407
2004-03-16 12:00:00,3.3,1451.75,283,18.3470575765895,217,775.5,154,1868.25,1583.25,24.375,27.35000038147,0.823069165545269
2004-03-16 13:00:00,4,1579,366,22.30858297567,252,724,161,1997.75,1670.75,25.250000476837,26.075000286102,0.826380755245821
2004-03-16 14:00:00,3.8,1466.25,318,20.4447799792646,263,772.5,161,1897,1491.25,25.825000286102,23.150000095367,0.75893696308813
2004-03-16 15:00:00,2.8,1279.75,228,14.6104279603631,180,892.75,128,1675.25,1239.75,27,20.200000286102,0.709361513029415
2004-03-16 16:00:00,2.9,1407,201,16.5532543441309,184,905.25,129,1758.75,1313,28.249999523163,18.574999809265,0.701385738833639
2004-03-16 17:00:00,2.9,1388.75,199,15.7831830968185,190,898.25,133,1739,1363.25,27.974999904633,19.10000038147,0.709825085363188
2004-03-16 18:00:00,3.4,1447.25,237,17.839947776419,184,858.75,139,1778,1295.75,23.900000095367,25.699999809265,0.751891040812467
2004-03-16 19:00:00,3.9,1551,261,19.0970593371571,181,800.25,137,1874.5,1432.25,21.349999904633,34.77499961853,0.872993133385565
2004-03-16 20:00:00,3.2,1473.5,230,15.766968720541,166,854.25,143,1776,1431.75,20.425000190735,36.675000190735,0.870389489318189
2004-03-16 21:00:00,5.1,1799.5,349,24.8776718706072,317,700,177,2105.5,2033.5,19.025000095367,41.349999427795,0.9007307308827
2004-03-16 22:00:00,2.6,1379.25,183,13.5296047306945,184,817.5,138,1710,1601.75,17.925000190735,45.900000572205,0.934186045021659
2004-03-16 23:00:00,1.7,1200.5,88,9.08734562656723,130,935,117,1559.75,1361.75,16.700000286102,48.925000190735,0.922649925527229
2004-03-17 00:00:00,1.7,1204.75,85,8.63094701114028,132,922,107,1546.5,1314.25,15.524999856949,52.925000190735,0.927128229788003
2004-03-17 01:00:00,1.2,1071.5,47,5.41577546769362,95,1065.5,90,1441.75,1113.75,15.475000143051,51.875,0.905875280404742
2004-03-17 02:00:00,0.9,997.75,34,4.05025697922261,70,1169.25,79,1383.25,991.5,14.125,55.575000762939,0.890955805621134
2004-03-17 03:00:00,0.7,933.25,26,2.58167858149119,-200,1291.5,-200,1331.5,883.75,13.050000190735,57.900000572205,0.866633008205141
2004-03-17 04:00:00,-200,882.75,17,1.89893459059638,54,1396,60,1303.25,808.25,12.650000333786,57.900000572205,0.844660352882309
2004-03-17 05:00:00,0.5,868.75,11,1.60682825754362,28,1459.5,40,1267.75,667,11.824999809265,58.025000572205,0.802631932115946
2004-03-17 06:00:00,0.5,890.75,18,1.89564821439389,46,1416.5,53,1289.25,733,11.900000095367,57.39999961853,0.797845704087235
2004-03-17 07:00:00,1.6,1172.75,84,7.48688871524111,160,1038,84,1556.25,1051.75,9.9000000953674,65.199999809265,0.795645557063286
2004-03-17 08:00:00,4.1,1587.25,260,21.3587914677703,320,702.25,108,1998.75,1533.5,11.125,60.200000762939,0.795775686798181
2004-03-17 09:00:00,6.6,1851.5,534,36.4484129678467,377,552.75,127,2535.25,1931,14.124999761581,50.024998664856,0.801980417428491
2004-03-17 10:00:00,4.3,1521.5,368,21.2666240959474,280,702.5,134,2025.75,1733.75,17.699999809265,40.099999427795,0.804829145343837
2004-03-17 11:00:00,2.9,1438.25,200,15.3879787633903,221,818.5,135,1781.5,1595,21.10000038147,33.425000190735,0.826486216136783
2004-03-17 12:00:00,2.5,1393.25,145,12.4990742249497,210,905,142,1654.25,1489.75,24.300000190735,28.275000572205,0.847127690473709
2004-03-17 13:00:00,2.8,1452,188,15.1083097464741,204,860.5,153,1747,1507.5,25.575000286102,25.550000190735,0.825394882927793
2004-03-17 14:00:00,2.6,1389.25,152,13.7352900540719,161,886.5,123,1711.5,1334,25.85000038147,25.900000095367,0.850339342578589
2004-03-17 15:00:00,2,1207,103,10.4344740653145,135,1013,104,1519.5,1044.75,26.824999809265,18.699999809265,0.650017745071002
2004-03-17 16:00:00,2.9,1365.25,193,15.1640685521067,186,939.5,129,1678.5,1221.25,29.275000095367,15.750000238419,0.630890454462326
2004-03-17 17:00:00,2.5,1247,134,12.3088230185015,147,1032,114,1524.75,1068.5,28.5,14.900000095367,0.570801909228313
2004-03-17 18:00:00,5,1556.75,386,26.9510250138981,299,793,158,1980.5,1568.5,25.85000038147,15.950000286102,0.523664583300076
2004-03-17 19:00:00,7.6,1972.5,577,38.3932461107534,411,616.75,194,2413.75,2305.5,23.125,26.5,0.740260610410356
2004-03-17 20:00:00,6.7,1974.75,523,35.1036312781365,347,596.75,182,2415.5,2358.5,20.52499961853,38.249999046326,0.913314176820952
2004-03-17 21:00:00,5.7,1794.75,472,27.2471308265559,336,652.5,180,2174,2050,19.050000190735,42.60000038147,0.929387703869648
2004-03-17 22:00:00,2.8,1443.75,206,15.0446926576102,202,769.5,136,1726.5,1726.5,17.150000095367,44.125000953674,0.855830709685321
2004-03-17 23:00:00,2.6,1488,216,15.7102743679626,178,731,127,1777.5,1705,16.025000095367,50.924999237061,0.920598757969973
2004-03-18 00:00:00,2.3,1371.25,159,12.9726733462054,154,795.75,116,1668.75,1550.5,14.799999952316,53.924999237061,0.902354487489932
2004-03-18 01:00:00,1.4,1160.75,70,8.12342211987772,92,946.75,107,1502,1240.25,14.274999856949,55.449999809265,0.897473060910826
2004-03-18 02:00:00,1,1064.25,44,5.47759915934829,61,1056.75,88,1407,1115,14.75,52.074999809265,0.868641877206703
2004-03-18 03:00:00,0.7,970.25,42,3.58120245909574,-200,1195.5,-200,1350.5,968.5,13.875,53.875,0.850058903133944
2004-03-18 04:00:00,-200,954,28,2.88493145450513,60,1260.25,78,1334,924.75,11.599999904633,61.924999237061,0.844196281657516
2004-03-18 05:00:00,0.6,930.5,20,2.54804469276258,37,1293.25,57,1306.5,827.75,12,58.85000038147,0.823302451906193
2004-03-18 06:00:00,0.7,938,26,2.97192629266624,68,1251.25,71,1332.5,893,10.949999809265,62.074999809265,0.81127656280627
2004-03-18 07:00:00,1.5,1166.25,78,7.66479138748536,139,1005.25,85,1550.5,1075,10.575000047684,63.25,0.806681845770918
2004-03-18 08:00:00,4.7,1643,319,23.2567995593824,339,667,124,2093.75,1610.25,11.475000143051,60.025000572205,0.811693424239075
2004-03-18 09:00:00,6.6,1934,506,35.7905707138567,421,540.5,151,2468.25,2050.5,14.275000333786,50.575000762939,0.818569923755215
2004-03-18 10:00:00,4.5,1616.5,-200,21.3126865410672,349,685.75,150,2010,1818.5,17.849999904633,40.52499961853,0.820964333454556
2004-03-18 11:00:00,2.8,1472.75,-200,14.305786381113,224,830.5,152,1752,1567.75,20.800000667572,34.449999809265,0.836456259984286
2004-03-18 12:00:00,2.2,1378.5,-200,12.5211063051097,171,898.75,139,1662.5,1373.5,23.849999904633,28.174999713898,0.821851195037145
2004-03-18 13:00:00,2.2,1385.25,-200,12.1923642294709,149,891,133,1648,1267.5,24.150000095367,28.675000190735,0.851493361095172
2004-03-18 14:00:00,2.3,1378.75,-200,13.0922447864486,137,901.25,126,1660.25,1143.5,25.150000572205,24.85000038147,0.782925012120401
2004-03-18 15:00:00,2.2,1321.6666666667,-200,14.3732479390964,149,933.66666666667,128,1639.3333333333,1109.3333333333,27.03333346049,17.833333333333,0.627469327413332
2004-03-18 16:00:00,2.8,1495.75,-200,16.8356343429557,172,822,169,1766.5,1347.25,27.125000476837,23.124999523163,0.818014478639526
2004-03-18 17:00:00,2.7,1408.75,-200,14.4538596456034,166,873,149,1688.5,1205.75,25.800000190735,23.925000190735,0.783192918162513
2004-03-18 18:00:00,3.7,1512.75,-200,21.5158657988899,214,764.25,156,1956.5,1397,23.049999713898,26.77499961853,0.744593318351264
2004-03-18 19:00:00,5.1,1667,-200,26.403335889246,280,683.25,168,2117.75,1588.25,20.724999904633,31.125,0.752286518576039
2004-03-18 20:00:00,5.1,1666.75,-200,25.9606198179951,276,683.5,176,2051,1568.5,18.599999904633,36.175000190735,0.76763917828731
2004-03-18 21:00:00,3.2,1430.25,-200,14.1428833642711,178,814,135,1731.5,1321.5,16.049999713898,48.425000190735,0.876780241116949
2004-03-18 22:00:00,2.1,1333.25,-200,10.3056641040426,129,885.25,121,1620.75,1194,14.450000047684,57.775000572205,0.945557828206146
2004-03-18 23:00:00,1.7,1261.5,-200,8.27676514904774,95,948.25,99,1545.25,1061.5,13.050000190735,64.175000190735,0.960555663509973
2004-03-19 00:00:00,2,1287.25,-200,8.92137891672246,126,918,106,1606,1040,11.974999666214,69.699998855591,0.973518939548022
